Hour ID,Year,Quarter,Month,Day,Hour,Original Price,New Price
87,2024,1,1,4,15,52.46,137.819
88,2024,1,1,4,16,53.3,138.882
89,2024,1,1,4,17,54.99,140.897
90,2024,1,1,4,18,58.18,142.743
91,2024,1,1,4,19,58.94,142.109
92,2024,1,1,4,20,55.27,136.833
93,2024,1,1,4,21,45.79,126.301
94,2024,1,1,4,22,23.62,113.053
95,2024,1,1,4,23,15.03,103.833
96,2024,1,1,4,24,8.59,100.665
97,2024,1,1,5,1,21.54,101.488
98,2024,1,1,5,2,19.38,102.251
99,2024,1,1,5,3,19.38,103.0
100,2024,1,1,5,4,19.38,104.952
101,2024,1,1,5,5,22.61,109.749
102,2024,1,1,5,6,35.3,117.506
103,2024,1,1,5,7,40.49,125.24
104,2024,1,1,5,8,50.16,131.81
105,2024,1,1,5,9,51.99,135.366
106,2024,1,1,5,10,51.77,136.454
107,2024,1,1,5,11,51.83,136.285
108,2024,1,1,5,12,51.58,135.433
109,2024,1,1,5,13,50.29,134.061
110,2024,1,1,5,14,48.53,132.52
111,2024,1,1,5,15,46.5,131.439
112,2024,1,1,5,16,46.14,131.496
113,2024,1,1,5,17,47.3,132.477
114,2024,1,1,5,18,50.33,132.856
115,2024,1,1,5,19,49.13,129.971
116,2024,1,1,5,20,37.26,122.684
117,2024,1,1,5,21,36.18,113.053
118,2024,1,1,5,22,8.61,101.763
119,2024,1,1,5,23,6.68,96.664
120,2024,1,1,5,24,0.22,96.501
121,2024,1,1,6,1,6.47,94.077
122,2024,1,1,6,2,4.57,91.491
123,2024,1,1,6,3,4.31,89.517
124,2024,1,1,6,4,2.16,88.291
125,2024,1,1,6,5,2.16,89.027
126,2024,1,1,6,6,4.57,93.091
127,2024,1,1,6,7,10.78,101.263
128,2024,1,1,6,8,29.97,112.09
129,2024,1,1,6,9,34.56,119.915
130,2024,1,1,6,10,38.93,123.246
131,2024,1,1,6,11,36.23,121.522
132,2024,1,1,6,12,31.7,116.147
133,2024,1,1,6,13,21.56,109.516
134,2024,1,1,6,14,16.82,105.864
135,2024,1,1,6,15,16.82,107.75
136,2024,1,1,6,16,29.97,114.973
137,2024,1,1,6,17,38.99,122.688
138,2024,1,1,6,18,41.81,127.328
139,2024,1,1,6,19,41.56,127.912
140,2024,1,1,6,20,39.14,124.225
141,2024,1,1,6,21,33.8,115.984
142,2024,1,1,6,22,16.82,104.103
143,2024,1,1,6,23,2.16,93.594
144,2024,1,1,6,24,0.43,88.473
145,2024,1,1,7,1,0.22,87.603
146,2024,1,1,7,2,0.19,88.09
147,2024,1,1,7,3,0.11,88.607
148,2024,1,1,7,4,0.11,88.881
149,2024,1,1,7,5,0.22,89.095
150,2024,1,1,7,6,0.22,89.611
151,2024,1,1,7,7,1.08,90.869
152,2024,1,1,7,8,4.31,92.872
153,2024,1,1,7,9,6.47,94.786
154,2024,1,1,7,10,8.62,96.164
155,2024,1,1,7,11,8.19,97.199
156,2024,1,1,7,12,8.62,99.492
157,2024,1,1,7,13,11.86,104.585
158,2024,1,1,7,14,27.74,112.105
159,2024,1,1,7,15,29.45,117.903
160,2024,1,1,7,16,30.05,122.416
161,2024,1,1,7,17,41.58,126.584
162,2024,1,1,7,18,49.13,127.932
163,2024,1,1,7,19,49.38,127.932
164,2024,1,1,7,20,48.82,127.932
165,2024,1,1,7,21,44.42,127.932
166,2024,1,1,7,22,36.01,125.227
167,2024,1,1,7,23,32.87,120.529
168,2024,1,1,7,24,25.85,114.287
169,2024,1,1,8,1,21.4,108.241
170,2024,1,1,8,2,21.5,104.649
171,2024,1,1,8,3,20.0,102.821
172,2024,1,1,8,4,19.4,102.816
173,2024,1,1,8,5,20.0,105.77
174,2024,1,1,8,6,25.51,113.297
175,2024,1,1,8,7,40.54,125.138
176,2024,1,1,8,8,53.26,137.142
177,2024,1,1,8,9,69.0,144.458
178,2024,1,1,8,10,61.88,142.248
179,2024,1,1,8,11,45.12,134.114
180,2024,1,1,8,12,41.0,127.186
181,2024,1,1,8,13,39.84,123.498
182,2024,1,1,8,14,39.0,122.791
183,2024,1,1,8,15,39.19,125.048
184,2024,1,1,8,16,44.42,130.355
185,2024,1,1,8,17,54.74,136.836
186,2024,1,1,8,18,59.11,140.578
187,2024,1,1,8,19,56.0,139.466
188,2024,1,1,8,20,50.09,133.816
189,2024,1,1,8,21,44.42,124.374
190,2024,1,1,8,22,27.82,112.054
191,2024,1,1,8,23,12.01,101.715
192,2024,1,1,8,24,8.0,97.876
193,2024,1,1,9,1,20.92,99.248
194,2024,1,1,9,2,10.21,99.248
195,2024,1,1,9,3,3.06,99.248
196,2024,1,1,9,4,3.01,99.248
197,2024,1,1,9,5,4.67,99.828
198,2024,1,1,9,6,19.99,108.231
199,2024,1,1,9,7,38.38,121.616
200,2024,1,1,9,8,53.21,133.983
201,2024,1,1,9,9,58.17,141.167
202,2024,1,1,9,10,57.57,143.312
203,2024,1,1,9,11,57.02,142.638
204,2024,1,1,9,12,55.2,140.701
205,2024,1,1,9,13,53.47,138.514
206,2024,1,1,9,14,51.53,136.668
207,2024,1,1,9,15,49.38,135.787
208,2024,1,1,9,16,50.67,136.432
209,2024,1,1,9,17,51.53,137.834
210,2024,1,1,9,18,57.57,138.54
211,2024,1,1,9,19,49.38,135.866
212,2024,1,1,9,20,47.04,131.239
213,2024,1,1,9,21,41.1,124.675
214,2024,1,1,9,22,29.23,117.068
215,2024,1,1,9,23,27.0,110.813
216,2024,1,1,9,24,18.74,105.545
217,2024,1,1,10,1,18.0,102.161
218,2024,1,1,10,2,16.3,99.831
219,2024,1,1,10,3,13.53,98.199
220,2024,1,1,10,4,12.49,98.015
221,2024,1,1,10,5,12.18,99.99
222,2024,1,1,10,6,19.7,106.353
223,2024,1,1,10,7,31.0,116.157
224,2024,1,1,10,8,44.53,126.439
225,2024,1,1,10,9,51.01,133.711
226,2024,1,1,10,10,52.85,137.213
227,2024,1,1,10,11,52.77,138.115
228,2024,1,1,10,12,52.73,137.862
229,2024,1,1,10,13,52.75,137.185
230,2024,1,1,10,14,51.67,136.322
231,2024,1,1,10,15,50.65,135.708
232,2024,1,1,10,16,51.0,135.759
233,2024,1,1,10,17,50.44,136.473
234,2024,1,1,10,18,52.96,137.717
235,2024,1,1,10,19,53.4,137.965
236,2024,1,1,10,20,52.29,135.566
237,2024,1,1,10,21,49.61,128.939
238,2024,1,1,10,22,30.04,117.86
239,2024,1,1,10,23,23.8,107.412
240,2024,1,1,10,24,6.49,99.491
241,2024,1,1,11,1,15.5,97.017
242,2024,1,1,11,2,8.58,94.544
243,2024,1,1,11,3,4.29,92.44
244,2024,1,1,11,4,2.15,92.44
245,2024,1,1,11,5,2.15,95.561
246,2024,1,1,11,6,16.61,104.434
247,2024,1,1,11,7,29.26,115.607
248,2024,1,1,11,8,40.99,125.139
249,2024,1,1,11,9,44.21,130.07
250,2024,1,1,11,10,43.45,130.626
251,2024,1,1,11,11,40.34,128.504
252,2024,1,1,11,12,38.2,125.557
253,2024,1,1,11,13,36.05,122.804
254,2024,1,1,11,14,32.83,121.24
255,2024,1,1,11,15,31.55,122.439
256,2024,1,1,11,16,40.34,126.895
257,2024,1,1,11,17,44.36,131.545
258,2024,1,1,11,18,49.96,134.106
259,2024,1,1,11,19,43.09,132.439
260,2024,1,1,11,20,42.01,127.59
261,2024,1,1,11,21,39.0,118.591
262,2024,1,1,11,22,11.8,106.221
263,2024,1,1,11,23,10.3,99.005
264,2024,1,1,11,24,2.36,98.376
265,2024,1,1,12,1,27.92,104.393
266,2024,1,1,12,2,26.46,108.433
267,2024,1,1,12,3,25.74,109.831
268,2024,1,1,12,4,24.99,110.379
269,2024,1,1,12,5,26.5,112.209
270,2024,1,1,12,6,29.38,116.498
271,2024,1,1,12,7,38.82,123.143
272,2024,1,1,12,8,47.74,129.359
273,2024,1,1,12,9,49.31,132.465
274,2024,1,1,12,10,47.8,132.595
275,2024,1,1,12,11,46.2,131.156
276,2024,1,1,12,12,44.74,129.195
277,2024,1,1,12,13,43.0,127.233
278,2024,1,1,12,14,40.98,125.767
279,2024,1,1,12,15,40.51,125.493
280,2024,1,1,12,16,41.41,126.752
281,2024,1,1,12,17,44.0,129.332
282,2024,1,1,12,18,49.0,132.11
283,2024,1,1,12,19,50.0,133.064
284,2024,1,1,12,20,47.62,131.493
285,2024,1,1,12,21,43.8,128.063
286,2024,1,1,12,22,37.7,124.0
287,2024,1,1,12,23,37.26,120.697
288,2024,1,1,12,24,32.48,117.681
289,2024,1,1,13,1,30.1,115.469
290,2024,1,1,13,2,28.01,113.812
291,2024,1,1,13,3,28.0,112.6
292,2024,1,1,13,4,26.11,111.428
293,2024,1,1,13,5,25.0,110.8
294,2024,1,1,13,6,25.96,111.41
295,2024,1,1,13,7,27.56,113.66
296,2024,1,1,13,8,28.4,118.011
297,2024,1,1,13,9,42.35,124.33
298,2024,1,1,13,10,44.29,128.383
299,2024,1,1,13,11,44.29,129.462
300,2024,1,1,13,12,43.27,128.275
301,2024,1,1,13,13,39.91,125.865
302,2024,1,1,13,14,37.97,123.78
303,2024,1,1,13,15,36.6,123.12
304,2024,1,1,13,16,37.35,124.68
305,2024,1,1,13,17,42.01,128.245
306,2024,1,1,13,18,49.23,131.78
307,2024,1,1,13,19,48.3,132.519
308,2024,1,1,13,20,44.8,130.656
309,2024,1,1,13,21,41.14,127.674
310,2024,1,1,13,22,38.59,124.709
311,2024,1,1,13,23,37.0,121.867
312,2024,1,1,13,24,34.0,118.647
313,2024,1,1,14,1,28.61,115.185
314,2024,1,1,14,2,26.47,112.481
315,2024,1,1,14,3,25.0,110.723
316,2024,1,1,14,4,24.07,109.858
317,2024,1,1,14,5,24.2,109.872
318,2024,1,1,14,6,24.99,110.733
319,2024,1,1,14,7,26.5,112.498
320,2024,1,1,14,8,28.87,115.252
321,2024,1,1,14,9,32.74,118.846
322,2024,1,1,14,10,37.23,122.515
323,2024,1,1,14,11,40.0,125.153
324,2024,1,1,14,12,41.0,126.136
325,2024,1,1,14,13,40.51,125.456
326,2024,1,1,14,14,37.97,123.73
327,2024,1,1,14,15,35.19,122.4
328,2024,1,1,14,16,35.65,122.909
329,2024,1,1,14,17,38.7,125.262
330,2024,1,1,14,18,43.0,127.966
331,2024,1,1,14,19,43.56,128.736
332,2024,1,1,14,20,41.41,126.086
333,2024,1,1,14,21,37.6,119.12
334,2024,1,1,14,22,24.67,108.033
335,2024,1,1,14,23,1.07,97.265
336,2024,1,1,14,24,0.21,93.663
337,2024,1,1,15,1,12.23,93.64
338,2024,1,1,15,2,7.51,93.518
339,2024,1,1,15,3,4.29,93.518
340,2024,1,1,15,4,2.36,93.518
341,2024,1,1,15,5,4.29,96.921
342,2024,1,1,15,6,22.01,106.427
343,2024,1,1,15,7,34.1,117.417
344,2024,1,1,15,8,43.0,126.167
345,2024,1,1,15,9,46.47,130.947
346,2024,1,1,15,10,46.81,132.168
347,2024,1,1,15,11,46.07,131.079
348,2024,1,1,15,12,42.26,128.88
349,2024,1,1,15,13,42.26,127.074
350,2024,1,1,15,14,40.33,125.854
351,2024,1,1,15,15,40.12,125.911
352,2024,1,1,15,16,40.33,127.722
353,2024,1,1,15,17,45.17,131.284
354,2024,1,1,15,18,50.99,134.514
355,2024,1,1,15,19,49.95,134.522
356,2024,1,1,15,20,46.68,130.211
357,2024,1,1,15,21,40.12,121.219
358,2024,1,1,15,22,21.45,108.965
359,2024,1,1,15,23,10.73,99.079
360,2024,1,1,15,24,2.15,94.991
361,2024,1,1,16,1,16.09,97.09
362,2024,1,1,16,2,12.23,98.235
363,2024,1,1,16,3,12.87,100.503
364,2024,1,1,16,4,17.96,105.596
365,2024,1,1,16,5,29.64,113.21
366,2024,1,1,16,6,34.0,121.035
367,2024,1,1,16,7,43.45,128.818
368,2024,1,1,16,8,50.48,134.903
369,2024,1,1,16,9,54.0,137.893
370,2024,1,1,16,10,51.92,137.597
371,2024,1,1,16,11,48.47,135.559
372,2024,1,1,16,12,47.9,133.277
373,2024,1,1,16,13,45.56,130.786
374,2024,1,1,16,14,42.91,128.375
375,2024,1,1,16,15,40.06,126.736
376,2024,1,1,16,16,39.7,126.726
377,2024,1,1,16,17,41.81,128.152
378,2024,1,1,16,18,46.0,129.426
379,2024,1,1,16,19,43.99,128.248
380,2024,1,1,16,20,37.97,124.521
381,2024,1,1,16,21,35.11,119.519
382,2024,1,1,16,22,27.27,113.594
383,2024,1,1,16,23,24.14,108.319
384,2024,1,1,16,24,11.16,104.57
385,2024,1,1,17,1,27.65,104.674
386,2024,1,1,17,2,16.19,103.178
387,2024,1,1,17,3,11.63,102.384
388,2024,1,1,17,4,10.94,102.384
389,2024,1,1,17,5,16.17,107.023
390,2024,1,1,17,6,33.09,117.324
391,2024,1,1,17,7,47.76,128.238
392,2024,1,1,17,8,52.0,135.257
393,2024,1,1,17,9,52.94,138.178
394,2024,1,1,17,10,54.51,138.315
395,2024,1,1,17,11,51.23,136.527
396,2024,1,1,17,12,48.17,134.644
397,2024,1,1,17,13,49.08,133.978
398,2024,1,1,17,14,51.3,134.147
399,2024,1,1,17,15,49.08,134.65
400,2024,1,1,17,16,48.22,136.917
401,2024,1,1,17,17,57.0,141.586
402,2024,1,1,17,18,64.09,145.378
403,2024,1,1,17,19,60.8,145.206
404,2024,1,1,17,20,59.08,141.475
405,2024,1,1,17,21,48.67,134.961
406,2024,1,1,17,22,41.29,128.828
407,2024,1,1,17,23,39.5,124.724
408,2024,1,1,17,24,37.12,121.539
409,2024,1,1,18,1,34.06,117.718
410,2024,1,1,18,2,29.78,112.065
411,2024,1,1,18,3,16.58,105.982
412,2024,1,1,18,4,11.55,104.841
413,2024,1,1,18,5,23.06,110.869
414,2024,1,1,18,6,37.14,121.177
415,2024,1,1,18,7,45.71,131.323
416,2024,1,1,18,8,53.78,139.083
417,2024,1,1,18,9,59.9,142.877
418,2024,1,1,18,10,55.88,142.077
419,2024,1,1,18,11,49.97,139.332
420,2024,1,1,18,12,51.4,137.349
421,2024,1,1,18,13,50.67,135.733
422,2024,1,1,18,14,48.3,134.391
423,2024,1,1,18,15,46.61,134.424
424,2024,1,1,18,16,47.53,137.097
425,2024,1,1,18,17,57.14,142.119
426,2024,1,1,18,18,62.07,145.885
427,2024,1,1,18,19,61.48,146.07
428,2024,1,1,18,20,55.65,142.787
429,2024,1,1,18,21,52.7,137.814
430,2024,1,1,18,22,44.13,132.049
431,2024,1,1,18,23,40.49,127.531
432,2024,1,1,18,24,36.82,124.635
433,2024,1,1,19,1,40.85,122.953
434,2024,1,1,19,2,37.21,120.514
435,2024,1,1,19,3,32.74,117.906
436,2024,1,1,19,4,31.62,117.073
437,2024,1,1,19,5,32.22,119.45
438,2024,1,1,19,6,40.03,125.678
439,2024,1,1,19,7,49.97,133.829
440,2024,1,1,19,8,56.48,140.986
441,2024,1,1,19,9,65.51,145.033
442,2024,1,1,19,10,58.48,144.007
443,2024,1,1,19,11,54.67,141.083
444,2024,1,1,19,12,53.28,138.565
445,2024,1,1,19,13,52.91,137.006
446,2024,1,1,19,14,51.92,136.332
447,2024,1,1,19,15,51.22,137.033
448,2024,1,1,19,16,52.91,139.847
449,2024,1,1,19,17,59.83,144.358
450,2024,1,1,19,18,66.41,147.874
451,2024,1,1,19,19,63.63,147.83
452,2024,1,1,19,20,61.48,144.861
453,2024,1,1,19,21,52.92,140.059
454,2024,1,1,19,22,49.95,135.795
455,2024,1,1,19,23,49.29,131.959
456,2024,1,1,19,24,43.37,127.256
457,2024,1,1,20,1,35.05,122.378
458,2024,1,1,20,2,32.7,118.795
459,2024,1,1,20,3,30.3,116.589
460,2024,1,1,20,4,30.17,115.695
461,2024,1,1,20,5,30.3,115.7
462,2024,1,1,20,6,30.95,116.614
463,2024,1,1,20,7,30.93,118.989
464,2024,1,1,20,8,36.21,123.66
465,2024,1,1,20,9,45.33,129.346
466,2024,1,1,20,10,48.08,133.259
467,2024,1,1,20,11,49.07,134.542
468,2024,1,1,20,12,49.07,133.1
469,2024,1,1,20,13,43.78,129.313
470,2024,1,1,20,14,38.17,125.476
471,2024,1,1,20,15,37.22,124.296
472,2024,1,1,20,16,38.14,127.116
473,2024,1,1,20,17,44.81,134.149
474,2024,1,1,20,18,61.5,142.577
475,2024,1,1,20,19,63.47,146.187
476,2024,1,1,20,20,59.57,143.631
477,2024,1,1,20,21,50.0,136.793
478,2024,1,1,20,22,41.02,129.438
479,2024,1,1,20,23,38.14,124.481
480,2024,1,1,20,24,30.09,122.367
481,2024,1,1,21,1,43.91,123.141
482,2024,1,1,21,2,37.91,120.52
483,2024,1,1,21,3,27.65,115.015
484,2024,1,1,21,4,22.05,110.557
485,2024,1,1,21,5,21.43,109.738
486,2024,1,1,21,6,27.4,112.673
487,2024,1,1,21,7,30.56,117.198
488,2024,1,1,21,8,38.15,121.902
489,2024,1,1,21,9,39.02,124.766
490,2024,1,1,21,10,39.52,126.049
491,2024,1,1,21,11,40.08,126.289
492,2024,1,1,21,12,40.29,125.526
493,2024,1,1,21,13,40.05,123.618
494,2024,1,1,21,14,32.1,121.217
495,2024,1,1,21,15,34.57,121.435
496,2024,1,1,21,16,37.51,124.295
497,2024,1,1,21,17,40.29,128.984
498,2024,1,1,21,18,52.53,133.933
499,2024,1,1,21,19,50.58,134.907
500,2024,1,1,21,20,42.22,132.295
501,2024,1,1,21,21,44.15,128.19
502,2024,1,1,21,22,40.06,120.636
503,2024,1,1,21,23,21.39,109.667
504,2024,1,1,21,24,9.25,100.771
505,2024,1,1,22,1,11.79,97.184
506,2024,1,1,22,2,11.07,96.654
507,2024,1,1,22,3,10.72,96.654
508,2024,1,1,22,4,6.64,97.893
509,2024,1,1,22,5,12.65,106.091
510,2024,1,1,22,6,40.1,120.836
511,2024,1,1,22,7,52.94,133.396
512,2024,1,1,22,8,57.22,139.429
513,2024,1,1,22,9,54.45,139.256
514,2024,1,1,22,10,47.85,136.112
515,2024,1,1,22,11,47.37,133.547
516,2024,1,1,22,12,47.0,131.974
517,2024,1,1,22,13,46.63,130.748
518,2024,1,1,22,14,44.15,129.376
519,2024,1,1,22,15,42.49,128.366
520,2024,1,1,22,16,42.87,128.123
521,2024,1,1,22,17,42.0,128.297
522,2024,1,1,22,18,45.87,128.407
523,2024,1,1,22,19,40.29,126.797
524,2024,1,1,22,20,38.41,124.397
525,2024,1,1,22,21,39.0,120.752
526,2024,1,1,22,22,29.79,114.541
527,2024,1,1,22,23,19.29,107.812
528,2024,1,1,22,24,20.08,102.988
529,2024,1,1,23,1,11.79,99.087
530,2024,1,1,23,2,7.71,97.346
531,2024,1,1,23,3,7.71,97.346
532,2024,1,1,23,4,11.14,98.302
533,2024,1,1,23,5,12.98,102.732
534,2024,1,1,23,6,24.92,111.634
535,2024,1,1,23,7,37.08,121.903
536,2024,1,1,23,8,49.96,129.362
537,2024,1,1,23,9,45.07,130.658
538,2024,1,1,23,10,41.3,128.68
539,2024,1,1,23,11,39.72,126.375
540,2024,1,1,23,12,38.58,124.954
541,2024,1,1,23,13,39.96,124.621
542,2024,1,1,23,14,39.21,124.847
543,2024,1,1,23,15,39.37,126.09
544,2024,1,1,23,16,42.72,128.817
545,2024,1,1,23,17,45.99,132.416
546,2024,1,1,23,18,51.3,135.826
547,2024,1,1,23,19,52.94,137.207
548,2024,1,1,23,20,50.8,135.834
549,2024,1,1,23,21,47.08,132.365
550,2024,1,1,23,22,40.29,128.065
551,2024,1,1,23,23,39.07,124.56
552,2024,1,1,23,24,35.79,121.348
553,2024,1,1,24,1,34.16,118.08
554,2024,1,1,24,2,30.17,114.496
555,2024,1,1,24,3,26.88,111.244
556,2024,1,1,24,4,23.77,109.477
557,2024,1,1,24,5,23.59,110.816
558,2024,1,1,24,6,30.04,116.003
559,2024,1,1,24,7,39.59,123.385
560,2024,1,1,24,8,45.5,130.177
561,2024,1,1,24,9,53.07,134.628
562,2024,1,1,24,10,50.8,135.142
563,2024,1,1,24,11,46.9,133.393
564,2024,1,1,24,12,45.98,131.545
565,2024,1,1,24,13,45.98,130.099
566,2024,1,1,24,14,44.95,128.819
567,2024,1,1,24,15,42.99,128.184
568,2024,1,1,24,16,40.9,129.632
569,2024,1,1,24,17,47.01,134.238
570,2024,1,1,24,18,58.96,139.176
571,2024,1,1,24,19,57.52,139.222
572,2024,1,1,24,20,49.42,133.764
573,2024,1,1,24,21,40.18,125.323
574,2024,1,1,24,22,29.0,116.902
575,2024,1,1,24,23,26.6,111.196
576,2024,1,1,24,24,20.29,107.824
577,2024,1,1,25,1,22.63,106.643
578,2024,1,1,25,2,21.52,104.806
579,2024,1,1,25,3,13.13,102.237
580,2024,1,1,25,4,12.91,102.36
581,2024,1,1,25,5,19.5,106.28
582,2024,1,1,25,6,24.7,112.434
583,2024,1,1,25,7,34.41,119.265
584,2024,1,1,25,8,39.05,124.27
585,2024,1,1,25,9,40.31,126.874
586,2024,1,1,25,10,40.45,128.068
587,2024,1,1,25,11,40.99,129.063
588,2024,1,1,25,12,43.89,130.24
589,2024,1,1,25,13,45.1,130.688
590,2024,1,1,25,14,44.08,129.936
591,2024,1,1,25,15,40.45,128.707
592,2024,1,1,25,16,40.81,128.657
593,2024,1,1,25,17,42.39,129.966
594,2024,1,1,25,18,45.71,131.754
595,2024,1,1,25,19,47.0,132.353
596,2024,1,1,25,20,44.7,130.834
597,2024,1,1,25,21,40.7,127.699
598,2024,1,1,25,22,36.06,124.105
599,2024,1,1,25,23,34.93,120.992
600,2024,1,1,25,24,31.0,118.042
601,2024,1,1,26,1,30.78,115.663
602,2024,1,1,26,2,29.78,114.002
603,2024,1,1,26,3,28.94,112.971
604,2024,1,1,26,4,27.77,112.91
605,2024,1,1,26,5,29.14,114.77
606,2024,1,1,26,6,32.72,119.011
607,2024,1,1,26,7,39.9,125.111
608,2024,1,1,26,8,49.31,130.9
609,2024,1,1,26,9,50.0,133.647
610,2024,1,1,26,10,48.82,133.676
611,2024,1,1,26,11,47.0,132.311
612,2024,1,1,26,12,45.88,130.669
613,2024,1,1,26,13,44.7,129.197
614,2024,1,1,26,14,43.31,128.205
615,2024,1,1,26,15,43.27,128.151
616,2024,1,1,26,16,43.94,129.242
617,2024,1,1,26,17,45.35,131.453
618,2024,1,1,26,18,49.83,134.104
619,2024,1,1,26,19,52.89,135.057
620,2024,1,1,26,20,48.97,132.547
621,2024,1,1,26,21,42.94,127.287
622,2024,1,1,26,22,35.94,121.06
623,2024,1,1,26,23,30.05,115.949
624,2024,1,1,26,24,25.24,113.563
625,2024,1,1,27,1,32.92,114.26
626,2024,1,1,27,2,31.38,114.72
627,2024,1,1,27,3,31.04,114.455
628,2024,1,1,27,4,28.86,113.799
629,2024,1,1,27,5,29.43,113.846
630,2024,1,1,27,6,30.98,114.913
631,2024,1,1,27,7,31.58,117.074
632,2024,1,1,27,8,36.14,120.634
633,2024,1,1,27,9,41.0,124.577
634,2024,1,1,27,10,44.26,127.556
635,2024,1,1,27,11,44.85,128.821
636,2024,1,1,27,12,44.73,128.489
637,2024,1,1,27,13,43.24,126.878
638,2024,1,1,27,14,40.39,124.71
639,2024,1,1,27,15,38.09,123.243
640,2024,1,1,27,16,37.95,123.578
641,2024,1,1,27,17,39.95,125.834
642,2024,1,1,27,18,44.67,128.669
643,2024,1,1,27,19,47.67,129.024
644,2024,1,1,27,20,43.99,124.01
645,2024,1,1,27,21,31.58,113.553
646,2024,1,1,27,22,13.32,101.727
647,2024,1,1,27,23,0.21,94.799
648,2024,1,1,27,24,0.02,94.799
649,2024,1,1,28,1,5.37,94.136
650,2024,1,1,28,2,4.3,93.752
651,2024,1,1,28,3,6.45,94.519
652,2024,1,1,28,4,6.45,96.56
653,2024,1,1,28,5,9.89,100.628
654,2024,1,1,28,6,17.99,106.066
655,2024,1,1,28,7,21.49,110.177
656,2024,1,1,28,8,28.96,110.891
657,2024,1,1,28,9,15.05,106.149
658,2024,1,1,28,10,10.75,100.663
659,2024,1,1,28,11,7.74,96.742
660,2024,1,1,28,12,6.45,95.486
661,2024,1,1,28,13,7.74,97.691
662,2024,1,1,28,14,10.75,103.818
663,2024,1,1,28,15,29.88,113.077
